TIME;ACC_X;ACC_Y;ACC_Z;GYR_X;GYR_Y;GYR_Z
142489;0.11;-9.68;-1.02;-2.24;0.02;-1.03
142594;0.09;-9.65;-1.05;-2.11;-0.02;-1.12
142698;0.03;-9.68;-0.90;-2.04;0.11;-1.09
142802;0.12;-9.61;-0.85;-2.10;0.06;-1.21
142907;0.04;-9.63;-0.92;-2.12;-0.07;-1.01
143011;0.17;-9.70;-1.00;-1.99;-0.22;-1.11
143116;0.08;-9.70;-0.95;-2.24;-0.10;-1.11
143220;0.04;-9.70;-0.97;-2.17;0.08;-1.08
143325;0.06;-9.71;-0.94;-2.01;-0.02;-1.11
143429;0.05;-9.68;-0.92;-1.95;0.03;-1.20
143534;0.09;-9.66;-0.98;-2.24;0.18;-1.22
143638;0.03;-9.70;-0.96;-2.26;-0.14;-1.08
143742;0.12;-9.70;-0.90;-2.20;0.09;-1.15
143847;0.04;-9.71;-1.00;-2.11;0.08;-1.24
143951;0.10;-9.74;-0.93;-2.07;-0.19;-1.04
144056;0.07;-9.66;-0.86;-2.24;0.10;-1.04
144160;0.06;-9.70;-0.95;-2.13;0.05;-1.13
144265;0.08;-9.72;-0.92;-2.25;0.05;-1.06
144369;0.15;-9.65;-0.91;-2.21;-0.14;-1.29
144474;0.09;-9.70;-0.94;-2.14;-0.13;-1.18
144578;0.06;-9.67;-0.94;-1.88;0.23;-1.14
144683;0.11;-9.68;-0.96;-2.17;-0.17;-1.21
144787;0.06;-9.68;-0.92;-2.24;-0.03;-1.11
144891;0.06;-9.66;-0.92;-2.09;0.09;-1.24
144996;0.10;-9.69;-0.91;-2.17;-0.08;-1.30
145100;0.08;-9.67;-0.89;-1.98;-0.02;-1.14
145205;0.07;-9.68;-0.90;-2.22;-0.06;-1.20
145309;0.10;-9.68;-0.95;-2.04;-0.11;-1.07
145414;0.16;-9.63;-0.92;-2.19;0.14;-0.98
145518;0.13;-9.68;-0.95;-2.26;-0.02;-1.18
145623;0.12;-9.72;-1.02;-2.18;-0.08;-1.39
145727;0.08;-9.69;-0.90;-2.06;0.18;-1.14
145831;0.05;-9.73;-0.91;-2.39;-0.05;-1.05
145936;0.06;-9.71;-0.89;-2.20;-0.05;-1.11
146040;0.11;-9.60;-0.90;-2.02;0.12;-1.08
146145;0.14;-9.68;-0.92;-2.14;0.11;-1.21
146249;0.12;-9.69;-0.92;-2.23;0.11;-0.97
146354;0.06;-9.71;-0.95;-2.01;0.04;-1.21
146458;0.10;-9.70;-0.92;-2.24;-0.05;-1.17
146563;0.09;-9.67;-0.91;-2.11;0.02;-1.24
146667;0.12;-9.71;-0.92;-2.16;0.14;-1.26
146771;0.06;-9.66;-0.96;-2.17;0.15;-1.24
146876;0.03;-9.70;-0.89;-2.14;0.17;-0.99
146980;0.10;-9.71;-0.91;-2.17;0.07;-1.03
147085;0.10;-9.68;-0.89;-2.05;0.05;-1.02
147189;0.10;-9.68;-0.94;-2.00;0.03;-1.21
147294;0.07;-9.69;-0.90;-2.02;0.07;-1.24
147398;0.07;-9.68;-0.91;-2.32;-0.13;-1.04
147503;0.05;-9.68;-0.95;-2.20;0.01;-1.11
147607;0.06;-9.68;-0.90;-2.11;0.02;-1.15
147712;0.08;-9.65;-0.97;-2.26;0.05;-1.12
147816;0.05;-9.67;-0.93;-2.20;-0.05;-1.05
147920;0.11;-9.71;-0.91;-2.13;0.01;-1.13
148025;0.07;-9.63;-0.96;-2.13;0.08;-1.17
148129;0.05;-9.72;-0.90;-2.16;-0.13;-1.02
148235;0.12;-9.64;-0.85;-2.16;-0.05;-1.22
148339;0.07;-9.72;-0.99;-2.11;0.04;-1.07
148444;0.12;-9.71;-0.90;-2.08;0.06;-1.00
148548;0.08;-9.73;-0.96;-2.24;-0.20;-1.17
148653;0.12;-9.70;-0.97;-2.11;0.11;-1.28
148757;0.06;-9.67;-0.95;-2.30;-0.04;-1.08
148861;0.03;-9.69;-0.89;-2.13;0.02;-1.24
148966;0.07;-9.71;-0.98;-2.14;0.02;-1.17
149070;0.10;-9.63;-0.87;-2.24;-0.03;-1.05
149175;0.12;-9.70;-0.95;-2.22;0.11;-1.12
149279;0.06;-9.66;-0.92;-2.01;-0.15;-1.00
149384;0.02;-9.69;-0.90;-2.08;-0.02;-1.18
149488;0.06;-9.67;-1.03;-2.23;-0.08;-1.04
149593;0.04;-9.71;-0.99;-2.17;-0.05;-1.09
149697;0.07;-9.67;-0.90;-2.14;0.11;-1.17
149801;0.11;-9.72;-0.88;-2.16;0.08;-1.21
149906;0.06;-9.67;-0.93;-2.09;0.01;-0.96
150010;0.05;-9.71;-0.93;-2.24;0.07;-1.14
150115;0.11;-9.67;-0.91;-2.19;0.12;-1.07
150219;0.06;-9.70;-0.92;-2.13;0.08;-1.19
150324;0.09;-9.71;-0.94;-2.27;-0.10;-1.13
150428;0.06;-9.68;-0.88;-2.33;-0.11;-1.32
150533;0.13;-9.66;-0.92;-2.13;-0.02;-1.11
150637;0.06;-9.66;-0.94;-2.18;0.02;-1.08
150742;0.05;-9.75;-0.92;-2.17;0.05;-1.18
150846;0.12;-9.66;-0.95;-2.20;-0.02;-1.08
150950;0.12;-9.75;-0.95;-2.20;-0.06;-1.11
151055;0.03;-9.72;-0.92;-2.13;0.01;-1.21
151159;0.11;-9.69;-0.86;-1.98;0.06;-1.22
151264;0.11;-9.72;-0.88;-2.14;-0.05;-1.14
151368;0.08;-9.67;-0.87;-2.27;0.03;-1.07
151473;0.09;-9.68;-0.87;-2.16;0.02;-1.11
151577;0.12;-9.72;-0.90;-2.24;0.18;-1.10
151682;0.10;-9.71;-0.94;-2.16;0.06;-1.20
151786;0.09;-9.70;-0.94;-1.97;-0.05;-1.24
151890;0.05;-9.73;-0.87;-2.24;-0.04;-1.12
151995;0.07;-9.66;-0.90;-2.12;0.05;-1.07
152099;0.12;-9.71;-0.99;-2.08;-0.03;-1.12
152204;0.10;-9.64;-0.93;-1.96;0.04;-1.08
152308;0.12;-9.61;-0.87;-2.26;0.17;-1.26
152413;0.15;-9.66;-0.92;-2.12;-0.10;-1.27
152517;0.07;-9.71;-0.96;-2.08;0.08;-1.17
152622;0.11;-9.66;-0.89;-2.24;-0.01;-1.24
152726;0.07;-9.80;-0.97;-2.35;0.05;-1.14
152830;0.13;-9.67;-0.96;-2.13;-0.01;-1.10
152935;0.11;-9.64;-0.86;-2.09;-0.06;-1.25
153039;0.08;-9.67;-0.95;-2.20;0.06;-1.11
153144;0.04;-9.68;-0.96;-2.24;0.01;-1.01
153248;0.04;-9.67;-0.89;-2.11;0.04;-1.11
153353;0.09;-9.70;-0.92;-2.12;-0.01;-1.11
153457;0.08;-9.68;-0.92;-2.24;-0.05;-1.04
153562;0.11;-9.64;-0.92;-2.17;0.03;-1.10
153666;0.08;-9.73;-0.92;-2.17;-0.07;-1.08
153771;0.09;-9.71;-0.90;-2.18;0.11;-1.13
153875;0.06;-9.68;-0.98;-2.24;0.11;-1.15
153979;0.11;-9.62;-0.88;-2.08;-0.14;-1.15
154085;0.11;-9.72;-0.89;-2.16;0.11;-1.08
154189;0.03;-9.67;-0.90;-2.32;-0.04;-0.95
154294;0.05;-9.74;-0.89;-2.01;0.07;-1.25
154398;0.11;-9.65;-0.85;-2.23;-0.03;-1.04
154503;0.06;-9.68;-0.91;-2.08;-0.02;-1.14
154607;0.06;-9.68;-0.96;-2.07;0.02;-1.15
154712;0.10;-9.66;-0.92;-2.12;0.18;-1.11
154816;0.02;-9.72;-0.88;-2.08;0.21;-1.18
154920;0.10;-9.68;-0.92;-2.19;0.02;-1.12
155025;0.11;-9.73;-0.92;-2.22;0.11;-1.11
155129;0.05;-9.68;-0.98;-2.04;0.05;-1.05
155234;0.08;-9.63;-0.92;-2.31;0.01;-1.21
155338;0.07;-9.68;-0.95;-2.16;0.07;-1.19
155443;0.07;-9.72;-0.92;-2.33;0.04;-1.25
155547;0.08;-9.72;-0.94;-2.24;0.13;-1.15
155652;0.08;-9.73;-0.89;-2.21;0.02;-1.22
155756;0.09;-9.66;-0.92;-2.17;0.06;-1.37
155860;0.10;-9.66;-0.92;-2.38;-0.04;-1.29
155965;0.10;-9.71;-0.90;-2.23;0.24;-1.10
156069;0.07;-9.67;-0.91;-2.06;0.13;-1.14
156174;0.02;-9.67;-0.96;-2.23;0.05;-1.08
156278;0.03;-9.62;-0.91;-2.08;-0.05;-1.06
156383;0.05;-9.67;-0.95;-2.31;-0.20;-1.04
156487;0.06;-9.67;-0.86;-2.16;0.05;-1.08
156592;0.07;-9.66;-0.93;-2.21;0.01;-1.14
156696;0.07;-9.69;-0.85;-2.27;-0.02;-1.02
156801;0.08;-9.71;-0.83;-2.05;-0.02;-1.24
156905;0.12;-9.70;-0.91;-2.15;-0.08;-1.20
157009;0.08;-9.71;-0.98;-2.12;0.04;-0.98
157114;0.07;-9.68;-0.89;-1.95;0.05;-1.11
157218;0.09;-9.68;-0.91;-2.24;0.15;-1.21
157323;0.12;-9.70;-0.90;-2.28;0.14;-1.23
157427;0.04;-9.63;-0.95;-2.36;-0.05;-1.21
157532;0.05;-9.65;-0.91;-2.18;0.08;-1.10
157636;0.05;-9.66;-0.95;-2.37;0.14;-1.05
157741;0.09;-9.70;-0.92;-2.36;0.05;-1.11
157845;0.10;-9.67;-0.93;-2.05;-0.14;-1.32
157949;0.01;-9.69;-0.90;-2.20;0.09;-1.10
158054;0.13;-9.68;-0.88;-2.25;0.02;-1.21
158158;0.09;-9.66;-0.89;-2.15;-0.01;-1.27
158263;0.16;-9.70;-0.97;-2.13;-0.04;-1.27
158367;0.10;-9.64;-0.92;-2.14;0.08;-1.07
158472;0.07;-9.69;-0.88;-2.23;-0.02;-1.25
158576;0.04;-9.68;-0.89;-2.24;0.08;-1.10
158681;0.07;-9.65;-0.95;-2.12;0.14;-1.18
158785;0.13;-9.67;-0.96;-1.97;0.02;-1.15
158889;0.09;-9.68;-0.90;-2.24;0.03;-1.02
158994;0.06;-9.67;-0.97;-2.08;0.08;-1.02
159098;0.09;-9.67;-0.94;-2.17;0.10;-1.22
159203;0.08;-9.73;-0.97;-2.21;0.16;-1.14
159307;0.07;-9.70;-0.96;-2.20;-0.02;-1.02
159412;0.10;-9.65;-0.94;-2.24;0.13;-1.10
159516;0.06;-9.68;-0.95;-2.16;-0.07;-1.14
159621;0.14;-9.70;-0.86;-2.20;0.07;-0.98
159725;0.04;-9.68;-0.93;-2.14;-0.02;-1.14
159830;0.06;-9.69;-0.88;-2.31;0.14;-1.28
159934;0.06;-9.75;-0.87;-1.97;-0.08;-1.19
160038;0.07;-9.63;-0.93;-2.25;0.08;-1.08
160143;0.11;-9.69;-0.92;-2.19;0.30;-1.06
160247;0.12;-9.71;-0.92;-2.15;-0.02;-1.11
160352;0.05;-9.66;-0.92;-2.13;0.06;-1.13
160456;0.10;-9.67;-0.85;-2.21;0.01;-1.14
160561;0.02;-9.71;-0.93;-2.39;-0.21;-1.19
160666;0.06;-9.72;-0.89;-2.17;0.11;-1.20
160771;0.04;-9.72;-0.93;-2.19;0.02;-1.05
160875;0.10;-9.73;-0.90;-2.33;0.11;-1.19
160979;0.08;-9.67;-0.95;-2.13;-0.07;-1.10
161084;0.10;-9.70;-0.94;-2.21;-0.17;-1.06
161188;0.03;-9.70;-0.95;-2.31;-0.08;-1.03
161293;0.08;-9.70;-0.83;-2.08;0.05;-1.16
161397;0.10;-9.64;-0.91;-2.20;0.08;-1.11
161502;0.12;-9.67;-0.99;-2.20;-0.15;-1.14
161606;0.19;-9.69;-0.81;-2.91;-0.09;-0.99
161711;0.44;-9.63;-1.03;-2.04;1.12;-1.01
161815;0.14;-9.70;-0.91;-1.94;0.14;-1.22
161920;-0.35;-9.68;-0.88;-3.90;-3.86;-0.29
162024;0.12;-9.73;-0.77;-2.04;4.04;-2.49
162128;0.05;-9.70;-0.86;-2.12;-0.08;-1.04
162233;0.07;-9.70;-1.00;-2.14;-0.09;-1.18
162337;0.09;-9.68;-0.93;-1.99;0.27;-1.06
162442;-0.88;-9.78;-1.00;-1.75;10.28;-13.88
162546;-0.26;-10.02;-0.74;-2.27;-10.46;-0.80
162651;0.46;-9.98;-0.79;-2.37;5.06;-9.46
162755;-0.24;-9.96;-0.67;-6.08;-4.05;-10.90
162860;-0.26;-9.90;-0.95;-4.89;-2.59;-7.19
162964;0.81;-10.52;-1.25;-6.81;0.10;19.19
163068;0.74;-9.87;-0.99;-10.26;-0.98;4.04
163173;0.85;-8.90;-1.39;-47.22;1.01;-9.59
163278;-2.39;-9.02;-2.84;-1.53;19.59;45.62
163383;-0.70;-8.97;-2.89;-18.61;8.64;88.07
163487;-2.73;-9.17;-3.79;-16.13;3.58;27.74
163592;-3.47;-9.38;-2.78;-17.41;11.02;40.09
163696;-3.46;-8.86;-4.05;-19.89;10.71;42.62
163801;-4.56;-7.68;-4.20;-52.93;21.22;74.74
163905;-5.34;-6.27;-5.43;-57.37;-8.13;42.80
164011;-7.12;-6.47;-5.13;22.61;-9.84;74.40
164115;-5.61;-5.50;-5.98;-30.98;-25.50;62.95
164219;-8.24;-4.46;-4.74;-15.00;-8.51;73.73
164324;-8.14;-3.49;-5.07;-42.57;3.98;74.69
164428;-7.73;-1.66;-5.11;-16.56;-26.42;66.79
164533;-10.76;-2.38;-5.86;-25.02;-29.55;101.17
164638;-4.83;1.63;-5.02;-29.30;-14.72;93.28
164743;-4.50;0.39;-6.04;8.76;-43.58;-35.81
164847;-7.16;3.39;-3.97;-4.24;-68.80;20.81
164952;-8.15;3.23;-5.75;-21.58;-73.94;-9.06
165056;-9.71;2.62;-5.25;11.60;-5.90;5.96
165160;-8.13;1.31;-2.97;-5.41;-1.54;27.20
165266;-11.48;9.19;-5.05;50.24;52.30;153.75
165370;-6.84;6.16;-2.56;-134.94;-91.29;105.86
165475;-4.33;5.74;2.07;-0.24;5.20;-4.65
165579;-6.62;8.59;-2.75;16.32;-54.21;26.03
165684;-7.52;7.44;-6.20;43.13;-28.49;48.34
165789;-5.32;8.71;-2.81;3.65;-20.99;1.75
165894;-5.07;9.11;-2.95;-33.81;14.47;9.77
165998;-5.68;10.41;-2.23;-21.76;14.18;31.09
166103;-3.31;9.22;-1.73;-12.46;4.57;41.14
166207;-2.96;9.40;-1.56;-5.17;-0.31;25.86
166311;-2.56;9.57;-1.80;-6.82;4.30;12.95
166416;-2.31;9.53;-0.89;-20.10;-3.97;43.59
166520;-1.20;9.01;-0.27;-8.54;-31.88;85.18
166626;-0.73;9.79;-0.83;-5.26;24.61;12.15
166730;-0.34;10.72;-0.29;-6.90;-26.09;19.22
166835;-0.32;10.04;-1.09;-13.60;-2.26;9.42
166939;0.12;9.95;-0.72;-0.14;-0.03;-1.07
167044;0.75;9.99;-0.78;3.80;35.49;7.47
167148;-0.18;9.93;-1.15;-6.85;5.95;-2.46
167252;-0.63;9.92;-0.73;-0.24;0.43;0.85
167357;-0.23;10.02;-1.65;-3.46;-0.91;-3.17
167461;0.14;9.94;-1.04;0.33;-0.09;-0.22
167566;-0.06;10.17;-2.19;2.78;-31.94;35.61
167670;-0.98;9.74;-0.80;-1.32;1.86;12.15
167775;-0.96;9.75;-0.90;-3.17;0.54;-3.48
167879;-0.78;9.76;-1.65;-1.33;-1.73;-5.91
167985;-0.40;9.83;-1.68;-0.72;-6.84;-3.57
168089;0.73;9.87;-0.72;-3.70;4.28;5.70
168194;0.31;9.96;-0.83;-1.79;-0.34;-1.97
168298;0.11;9.93;-1.08;-2.85;0.07;-1.51
168402;0.17;10.08;-0.98;-1.67;-0.08;-0.89
168507;0.20;10.04;-0.96;-1.89;-0.08;-1.02
168611;0.22;9.99;-1.05;-2.28;0.21;-0.83
168716;0.20;9.94;-1.02;-2.01;0.13;-1.00
168820;0.12;9.93;-1.03;-2.37;0.14;-1.17
168925;0.19;9.92;-0.78;-3.58;-0.85;-2.08
169029;0.33;10.01;-1.19;-1.40;-3.06;-1.11
169134;0.16;9.94;-1.13;-2.66;-3.16;-0.92
169238;0.21;9.99;-1.01;-2.11;0.05;-1.05
169342;0.24;9.92;-1.10;-2.16;0.08;-0.96
169447;0.14;9.95;-1.09;-2.06;0.06;-1.13
169551;0.23;9.95;-1.10;-2.08;0.08;-1.25
169656;0.22;9.91;-1.11;-2.04;-0.02;-1.18
169760;0.18;9.99;-0.98;-2.27;0.02;-1.02
169865;0.15;9.92;-1.04;-2.27;-0.07;-1.02
169969;0.18;9.95;-1.04;-2.24;0.01;-1.12
170074;0.18;9.94;-1.10;-2.04;-0.07;-1.02
170178;0.21;9.92;-1.09;-2.27;-0.01;-1.14
170283;0.16;10.01;-1.03;-2.17;-0.07;-1.11
170387;0.16;9.92;-1.10;-2.24;-0.04;-1.05
170491;0.12;10.04;-1.05;-2.03;-0.02;-1.34
170596;0.17;9.90;-1.08;-2.27;0.07;-1.12
170700;0.17;9.97;-1.09;-2.22;-0.11;-1.14
170805;0.17;9.90;-1.06;-2.25;0.08;-1.17
170909;0.19;9.91;-1.06;-2.28;0.15;-1.08
171014;0.14;9.98;-1.07;-2.16;0.06;-1.12
171118;0.24;9.92;-0.98;-2.13;-0.03;-1.18
171223;0.18;9.98;-0.97;-2.00;0.11;-0.92
171327;0.10;10.00;-0.99;-2.17;0.19;-0.98
171431;0.14;9.99;-1.13;-2.27;0.08;-1.19
171536;0.17;9.97;-1.09;-2.19;0.05;-1.09
171640;0.17;9.90;-0.98;-2.11;0.01;-1.05
171745;0.14;9.93;-1.08;-2.05;-0.08;-1.12
171849;0.21;9.94;-1.06;-2.15;0.10;-1.21
171954;0.20;9.96;-1.05;-2.08;-0.08;-0.92
172058;0.22;9.94;-1.15;-2.21;-0.03;-0.95
172163;0.11;9.94;-1.08;-2.12;-0.10;-1.15
172267;0.19;10.01;-1.10;-2.26;0.12;-0.97
172372;0.19;9.93;-0.99;-2.18;-0.08;-1.14
172477;0.21;9.92;-1.05;-2.15;0.00;-1.08
172581;0.18;9.96;-0.99;-2.04;-0.06;-1.03
172686;0.15;9.96;-1.08;-2.17;0.05;-1.29
172790;0.24;9.96;-1.07;-2.26;0.09;-1.17
172895;0.14;9.90;-1.10;-2.19;-0.08;-1.07
172999;0.16;9.94;-1.12;-2.12;0.13;-1.14
173104;0.10;9.92;-1.02;-2.13;0.15;-1.15
173208;0.17;9.96;-1.05;-2.25;0.05;-1.14
173313;0.17;9.88;-1.08;-1.90;-0.03;-1.22
173417;0.13;9.98;-1.05;-2.15;0.18;-1.11
173521;0.12;9.93;-1.15;-2.12;0.02;-1.06
173626;0.22;9.96;-1.07;-2.32;0.13;-0.93
173730;0.16;9.94;-1.07;-2.01;0.12;-1.16
173835;0.13;10.00;-1.14;-2.22;0.15;-1.13
173939;0.14;9.96;-1.10;-2.09;0.08;-1.05
174044;0.15;10.02;-1.05;-2.11;0.10;-1.11
174148;0.14;9.93;-1.01;-2.15;0.16;-1.03
174253;0.20;9.94;-1.07;-2.28;-0.17;-1.25
174357;0.20;9.94;-1.14;-2.23;-0.02;-1.17
174461;0.13;9.92;-1.08;-2.05;0.18;-1.37
174566;0.18;9.98;-1.09;-2.20;0.02;-1.11
174670;0.17;9.93;-1.10;-2.27;-0.14;-0.97
174775;0.23;9.97;-1.04;-2.24;-0.05;-1.21
174879;0.15;9.92;-1.06;-2.23;0.04;-1.25
174984;0.23;9.94;-0.99;-2.19;-0.03;-1.10
175088;0.18;9.92;-1.07;-2.28;-0.11;-0.98
175193;0.14;9.95;-1.03;-2.16;-0.12;-1.21
175297;0.16;9.93;-1.12;-2.08;-0.07;-1.27
175401;0.17;9.96;-1.00;-2.08;-0.07;-1.09
175506;0.19;9.95;-1.07;-2.23;0.06;-1.15
175610;0.23;9.92;-1.11;-2.33;-0.02;-1.01
175715;0.16;9.96;-1.05;-2.18;-0.11;-1.12
175819;0.16;9.93;-1.16;-2.09;-0.08;-1.11
175924;0.20;9.98;-1.03;-2.19;0.15;-0.98
176028;0.19;10.01;-1.11;-2.09;-0.01;-1.21
176133;0.15;9.93;-1.09;-1.98;0.07;-1.27
176237;0.15;9.98;-1.15;-2.18;0.14;-1.16
176342;0.20;9.90;-1.14;-2.20;0.11;-1.19
176446;0.20;9.95;-1.15;-2.36;0.09;-1.29
176550;0.14;9.95;-1.07;-2.20;0.02;-1.11
176655;0.15;9.95;-1.04;-2.34;-0.06;-1.10
176759;0.17;9.93;-1.01;-2.14;0.13;-1.27
176864;0.14;9.90;-1.07;-2.27;0.10;-1.05
176968;0.17;9.91;-1.15;-2.18;0.07;-1.05
177073;0.21;9.97;-1.10;-1.98;0.24;-1.14
177177;0.22;9.90;-1.08;-2.13;0.07;-1.22
177282;0.17;9.94;-1.03;-2.23;-0.20;-1.08
177387;0.22;9.96;-1.06;-2.14;-0.11;-1.08
177491;0.10;9.92;-1.07;-2.20;0.00;-1.13
177596;0.19;9.97;-1.01;-2.18;0.07;-1.13
177700;0.22;9.93;-1.00;-2.34;-0.02;-1.24
177805;0.20;9.95;-1.13;-2.11;-0.02;-1.05
177909;0.19;9.93;-1.02;-2.20;0.13;-1.30
178014;0.13;9.99;-1.07;-2.34;-0.02;-1.05
178118;0.21;10.00;-1.11;-2.29;0.03;-1.02
178223;0.18;9.95;-1.04;-2.08;-0.09;-1.15
178327;0.18;10.01;-1.13;-2.22;0.08;-1.07
178432;0.19;9.99;-1.10;-2.08;-0.03;-1.10
178536;0.18;10.01;-1.07;-2.20;0.16;-1.20
178640;0.19;9.97;-1.13;-2.04;0.22;-1.14
178745;0.15;9.94;-1.06;-2.03;0.02;-1.00
178849;0.21;9.97;-1.01;-2.13;0.17;-1.11
178954;0.16;9.96;-1.08;-2.13;-0.16;-1.13
179058;0.13;9.93;-1.04;-2.14;-0.02;-1.28
179163;0.19;9.94;-1.10;-2.29;0.03;-1.10
179267;0.16;9.96;-1.05;-2.37;-0.06;-1.11
179372;0.15;9.99;-1.11;-2.26;-0.06;-1.15
179476;0.24;9.94;-1.09;-2.26;0.36;-1.06
179580;0.17;9.94;-1.04;-2.24;-0.16;-1.35
179685;0.24;9.96;-1.06;-2.02;0.09;-1.05
179789;0.15;9.95;-1.11;-2.25;-0.05;-1.14
179894;0.13;9.97;-1.12;-2.35;-0.01;-1.09
179998;0.16;9.96;-1.01;-2.12;0.03;-1.02
180103;0.18;9.95;-1.08;-2.15;0.00;-1.08
180207;0.17;9.93;-0.99;-2.20;-0.04;-1.11
180312;0.23;9.96;-1.10;-2.28;-0.03;-1.05
180416;0.16;9.98;-1.04;-2.17;0.07;-1.10
180520;0.17;9.98;-1.13;-2.26;0.05;-1.04
180625;0.20;9.96;-1.11;-2.07;0.08;-1.01
180729;0.23;9.95;-0.97;-2.21;-0.02;-1.23
180834;0.17;9.96;-1.03;-2.23;-0.10;-1.19
180938;0.18;9.96;-1.00;-2.28;0.04;-1.12
181043;0.07;9.95;-1.01;-2.24;0.02;-1.20
181147;0.17;9.99;-1.03;-2.19;-0.04;-1.30
181252;0.15;9.93;-1.01;-2.24;0.02;-1.23
181356;0.18;9.99;-1.02;-2.16;0.01;-1.01
181460;0.07;9.94;-1.10;-2.18;-0.03;-1.16
181565;0.16;9.95;-1.12;-2.19;0.01;-1.24
181669;0.21;9.95;-1.15;-2.06;0.00;-0.95
181774;0.15;9.92;-1.12;-2.20;0.14;-1.28
181878;0.21;10.01;-1.08;-2.29;0.11;-1.16
181983;0.21;9.95;-1.07;-2.20;-0.02;-1.21
182087;0.13;9.99;-1.05;-2.34;0.09;-1.25
182192;0.17;9.94;-1.08;-2.16;-0.07;-1.07
182296;0.15;10.00;-1.05;-2.07;-0.13;-1.24
182402;0.09;9.96;-1.02;-2.27;0.21;-1.21
182506;0.17;9.97;-1.16;-2.07;0.00;-1.06
182610;0.23;10.00;-1.02;-2.14;0.08;-0.98
182715;0.14;9.92;-1.09;-2.02;0.08;-1.20
182819;0.18;10.00;-1.02;-2.39;-0.05;-1.17
182924;0.15;9.91;-1.00;-2.28;0.21;-1.21
183028;0.15;9.91;-1.07;-2.15;-0.06;-1.12
183133;0.20;9.96;-1.11;-2.08;-0.05;-0.96
183237;0.15;9.97;-1.08;-1.96;-0.06;-1.04
183342;0.19;9.89;-1.11;-2.14;-0.11;-1.36
183446;0.23;9.91;-1.08;-2.30;-0.11;-1.17
183550;0.19;9.94;-1.09;-2.19;0.07;-1.05
183655;0.19;9.94;-0.95;-2.42;0.15;-1.28
183759;0.16;10.00;-1.09;-2.13;-0.02;-1.14
183864;0.19;9.96;-1.01;-2.25;-0.09;-1.14
183968;0.22;9.94;-1.04;-2.38;0.19;-1.13
184073;0.19;10.01;-1.04;-2.27;-0.11;-1.17
184177;0.15;9.95;-1.10;-2.22;0.08;-0.98
184282;0.19;9.90;-1.07;-2.24;0.12;-1.17
184386;0.19;9.91;-1.15;-2.27;-0.03;-1.24
184491;0.18;9.94;-1.10;-2.27;0.09;-0.88
184595;0.17;9.93;-1.07;-2.08;0.01;-1.26
184699;0.21;9.93;-1.12;-2.40;-0.11;-1.06
184804;0.16;9.96;-1.07;-2.16;-0.02;-1.13
184908;0.21;9.94;-1.02;-2.13;-0.08;-1.07
185013;0.17;9.94;-1.10;-2.31;-0.03;-1.20
185117;0.13;9.96;-1.07;-2.20;0.05;-1.14
185222;0.20;9.97;-0.98;-2.20;0.19;-1.28
185326;0.17;9.95;-1.04;-2.08;-0.03;-1.06
185431;0.15;9.93;-1.05;-2.04;0.10;-1.07
185535;0.17;9.93;-1.00;-2.13;0.07;-1.20
185639;0.15;9.90;-1.06;-2.21;-0.11;-1.22
185744;0.16;9.92;-1.04;-2.22;0.11;-1.25
185848;0.22;9.96;-1.19;-2.17;0.11;-1.00
185953;0.17;9.96;-1.05;-2.07;0.05;-1.10
186057;0.21;9.99;-1.02;-2.12;0.11;-1.21
186162;0.18;9.95;-1.03;-2.30;0.05;-1.21
186266;0.16;10.00;-0.96;-2.08;-0.11;-1.18
186371;0.14;9.96;-1.09;-2.23;0.02;-0.98
186475;0.17;9.92;-1.02;-2.24;0.02;-1.24
186579;0.19;9.90;-1.08;-2.25;0.05;-1.26
186684;0.18;9.90;-1.06;-2.29;-0.06;-1.32
186788;0.16;9.93;-1.05;-2.22;0.15;-1.06
186893;0.14;9.91;-1.13;-2.24;0.05;-1.14
186997;0.18;9.99;-1.19;-2.20;-0.05;-1.17
187102;0.25;9.95;-1.13;-2.17;0.03;-1.20
187207;0.16;9.95;-1.06;-2.17;0.15;-1.01
187312;0.22;9.95;-0.93;-2.27;0.31;-1.12
187416;0.19;9.97;-1.07;-2.21;0.02;-1.27
187521;0.12;10.00;-1.14;-2.04;-0.05;-1.16
187625;0.12;9.94;-0.93;-2.19;-0.03;-0.97
187729;0.20;10.02;-1.06;-2.27;0.32;-1.21
187834;0.14;9.92;-1.13;-2.30;-0.04;-0.99
187938;0.19;9.96;-1.08;-2.08;0.12;-0.98
188043;0.17;9.97;-1.02;-2.19;0.13;-1.09
188147;0.17;9.94;-1.02;-2.09;-0.09;-1.14
188252;0.14;9.95;-1.15;-2.14;-0.06;-0.98
188356;0.17;9.95;-1.05;-2.08;0.06;-1.14
188461;0.21;10.00;-1.11;-2.23;0.05;-1.21
188565;0.16;9.95;-1.03;-2.24;0.00;-1.22
188669;0.16;9.97;-1.12;-2.09;-0.05;-1.14
188774;0.15;9.96;-1.06;-2.30;-0.05;-1.01
188878;0.19;9.98;-1.13;-2.21;-0.02;-1.16
188983;0.21;9.95;-1.04;-2.18;-0.08;-1.13
189087;0.23;9.97;-1.04;-2.12;0.12;-1.18
189192;0.19;9.99;-1.13;-2.21;-0.11;-1.18
189296;0.15;9.97;-1.06;-2.28;0.08;-1.17
189401;0.11;9.94;-1.04;-2.08;-0.14;-1.19
189505;0.23;9.97;-1.08;-2.24;0.01;-1.06
