TIME;ACC_X;ACC_Y;ACC_Z;GYR_X;GYR_Y;GYR_Z
143067;-0.13;0.21;9.08;-2.14;-0.08;-1.15
143171;-0.06;0.22;9.11;-2.12;0.11;-1.25
143276;-0.12;0.21;9.10;-2.11;0.13;-1.13
143380;-0.03;0.22;9.08;-2.18;-0.07;-1.14
143484;-0.07;0.25;9.09;-2.15;0.04;-1.10
143589;-0.13;0.22;9.08;-2.37;-0.04;-1.12
143693;-0.12;0.18;9.11;-2.26;0.00;-1.11
143798;-0.08;0.25;9.04;-2.27;0.04;-1.14
143902;-0.04;0.22;9.07;-2.37;-0.05;-1.15
144007;-0.09;0.19;9.10;-2.22;0.01;-1.02
144111;-0.10;0.24;9.15;-2.14;0.11;-1.17
144216;-0.04;0.21;9.02;-2.27;-0.01;-1.11
144320;-0.08;0.24;9.10;-2.19;-0.04;-1.22
144424;-0.10;0.15;9.12;-2.25;0.07;-1.12
144529;-0.00;0.22;9.05;-2.14;-0.01;-1.03
144633;-0.11;0.21;9.09;-2.18;-0.15;-1.27
144738;-0.08;0.20;9.14;-2.09;-0.14;-1.05
144842;-0.08;0.21;9.04;-2.11;0.01;-1.14
144947;-0.06;0.19;9.10;-2.20;0.00;-1.05
145051;-0.09;0.16;9.06;-2.21;0.06;-1.21
145156;-0.04;0.17;9.03;-2.24;-0.01;-1.24
145260;-0.04;0.21;9.10;-2.20;-0.14;-1.05
145364;-0.05;0.27;9.05;-2.20;-0.11;-0.95
145469;-0.10;0.24;9.12;-2.20;-0.05;-1.21
145573;-0.02;0.18;9.14;-2.06;0.10;-1.24
145678;-0.12;0.18;9.13;-2.06;0.02;-1.05
145782;-0.05;0.16;9.12;-2.26;-0.01;-1.06
145887;-0.08;0.16;9.07;-2.09;0.04;-1.20
145991;-0.06;0.24;9.07;-2.30;0.00;-0.95
146096;-0.11;0.23;9.08;-2.24;0.05;-1.05
146200;-0.07;0.20;9.12;-2.20;0.09;-1.11
146305;-0.11;0.16;9.18;-2.14;-0.09;-1.17
146409;-0.08;0.15;9.09;-2.20;0.05;-0.98
146513;-0.03;0.12;9.01;-2.24;0.06;-1.12
146618;-0.10;0.19;9.09;-2.00;0.04;-1.21
146722;-0.09;0.20;9.02;-2.19;0.07;-1.09
146827;-0.08;0.18;9.17;-2.14;0.05;-1.01
146931;-0.14;0.24;9.05;-2.14;0.00;-1.05
147036;-0.06;0.22;9.03;-2.22;0.07;-1.19
147140;-0.06;0.23;9.10;-2.14;0.00;-1.16
147245;-0.06;0.54;9.14;-2.20;0.05;-1.22
147349;-0.07;0.45;9.15;-2.18;0.26;-1.14
147453;-0.28;0.51;9.09;-2.29;0.38;-1.05
147558;-0.00;0.65;9.11;-2.19;-0.11;-1.19
147662;-0.10;0.46;9.02;-2.28;0.05;-1.11
147767;-0.28;0.30;9.13;-2.30;0.91;-1.05
147871;-0.09;0.30;9.58;-1.95;-0.31;-1.20
147976;-0.18;0.32;9.52;-1.83;-1.65;-1.17
148080;0.15;0.33;8.78;-2.15;0.52;-1.12
148185;-0.36;0.21;9.06;-2.56;0.62;-1.08
148289;0.16;0.17;9.22;-2.37;-0.35;-1.10
148393;0.11;0.23;8.81;-2.26;0.06;-1.20
148498;-0.32;0.17;9.44;-2.06;0.41;-1.17
148602;0.27;0.24;9.77;-2.08;-0.18;-1.17
148707;-0.23;0.20;9.03;-1.82;-1.16;-1.16
148811;-0.06;0.08;9.52;-1.96;-0.35;-1.01
148916;-0.35;0.18;8.53;-2.33;0.79;-1.05
149020;0.31;0.28;8.82;-2.66;0.50;-0.98
149125;-0.29;0.03;10.02;-2.03;-0.23;-1.03
149229;0.06;0.29;8.86;-1.93;-0.74;-1.46
149334;-0.14;0.14;9.16;-1.88;0.06;-1.21
149438;-0.12;0.26;9.01;-2.37;-0.27;-1.17
149542;0.10;-0.19;9.32;-2.31;0.08;-1.14
149647;-0.56;0.08;9.13;-2.36;0.48;-1.08
149751;0.19;0.12;9.28;-1.64;-0.58;-1.34
149856;-0.26;0.03;8.63;-2.75;1.89;-0.92
149960;-0.47;0.01;9.03;-2.60;1.71;-1.14
150065;-0.75;-0.19;9.01;-2.57;1.92;-0.96
150169;-0.07;0.16;9.01;-2.17;1.14;-1.26
150274;0.07;0.08;9.24;-2.09;-0.13;-0.97
150378;-0.16;0.36;9.16;-2.24;0.49;-1.04
150482;0.29;0.48;8.75;-2.30;0.15;-1.26
150587;-0.15;0.27;9.19;-2.08;0.04;-1.11
150691;0.12;0.35;8.57;-2.26;0.43;-1.06
150796;0.12;0.33;9.04;-2.00;-0.68;-1.15
150900;0.05;0.05;8.49;-2.64;0.89;-1.01
151005;-0.31;-0.15;9.34;-2.01;0.02;-1.00
151109;-0.32;-0.01;9.31;-2.11;-0.60;-1.11
151214;0.05;0.09;8.90;-2.30;-0.01;-1.04
151318;-0.06;0.11;9.11;-2.11;-0.11;-1.20
151422;-0.16;-0.38;9.36;-2.27;0.24;-0.90
151527;-0.18;-0.40;9.64;-1.85;0.18;-1.27
151631;-0.08;0.04;9.28;-2.15;-0.04;-1.00
151736;-0.09;0.01;8.93;-2.23;0.02;-1.08
151840;-0.16;0.12;9.10;-2.16;0.21;-1.09
151945;-0.02;0.01;9.04;-2.27;-0.14;-0.98
152049;0.01;0.19;9.00;-2.29;-0.02;-1.23
152154;-0.03;0.14;9.05;-2.02;-0.04;-1.24
152258;-0.14;0.13;9.09;-2.24;0.02;-1.17
152363;0.02;0.10;9.14;-2.24;0.08;-0.96
152467;-0.03;0.20;9.08;-2.22;-0.13;-1.09
152571;-0.03;0.19;9.06;-2.27;-0.06;-1.06
152676;-0.08;0.17;9.12;-2.25;-0.02;-1.02
152780;-0.11;0.13;9.06;-2.17;0.01;-1.14
152885;-0.08;0.13;9.07;-2.24;-0.07;-0.93
152989;-0.08;0.19;9.09;-2.18;0.06;-1.13
153094;-0.07;0.16;9.11;-2.20;0.00;-0.95
153198;-0.04;0.14;9.10;-2.26;0.05;-1.16
153303;-0.06;0.20;9.09;-2.25;-0.10;-1.06
153407;-0.10;0.17;9.10;-2.22;-0.06;-1.10
153511;-0.06;0.20;9.12;-2.08;0.02;-1.14
153616;-0.08;0.17;9.10;-2.24;0.02;-1.04
153720;-0.05;0.25;9.05;-2.00;0.05;-1.01
153825;0.02;0.21;9.07;-2.32;-0.08;-1.15
153929;-0.07;0.22;9.10;-2.22;0.09;-1.16
154034;-0.11;0.21;9.09;-2.12;0.09;-1.20
154138;-0.07;0.18;9.01;-2.21;0.03;-1.08
154243;-0.06;0.19;8.97;-2.08;-0.01;-1.13
154347;-0.08;0.19;9.05;-2.13;0.07;-1.17
154451;-0.12;0.27;9.05;-2.27;0.03;-1.23
154556;-0.09;0.17;9.11;-2.11;0.21;-1.20
154660;-0.09;0.19;9.00;-2.17;0.03;-1.05
154765;-0.18;0.19;8.98;-2.19;0.09;-1.16
154869;-0.08;0.19;9.14;-2.06;0.22;-1.16
154974;-0.08;0.15;9.13;-2.08;0.06;-1.08
155078;-0.13;0.20;8.98;-2.30;-0.11;-1.06
155184;-0.03;0.23;9.12;-2.21;0.05;-1.18
155288;-0.09;0.18;9.12;-2.14;0.08;-1.08
155393;-0.11;0.20;9.07;-2.23;0.05;-1.13
155497;-0.02;0.20;9.11;-2.11;0.02;-1.14
155601;-0.06;0.22;9.14;-2.04;-0.05;-1.16
155706;0.00;0.20;9.10;-2.18;0.21;-1.13
155810;-0.01;0.21;9.02;-2.14;-0.09;-1.09
155915;-0.00;0.24;9.08;-2.19;-0.02;-1.17
156019;-0.08;0.15;9.10;-2.38;-0.11;-0.99
156124;-0.09;0.20;9.07;-2.38;-0.02;-1.20
156228;-0.09;0.17;9.11;-2.18;-0.03;-1.01
156333;-0.08;0.19;9.11;-2.01;-0.11;-1.06
156437;-0.03;0.22;9.03;-2.14;0.02;-0.96
156541;-0.06;0.21;9.00;-2.27;0.04;-1.07
156646;-0.09;0.23;9.07;-2.17;0.03;-1.11
156750;-0.10;0.13;9.13;-2.30;0.07;-1.10
156855;-0.09;0.26;9.07;-2.20;0.07;-1.18
156959;-0.05;0.24;9.12;-2.17;-0.13;-1.08
157064;-0.05;0.22;9.12;-2.04;0.07;-1.00
157168;-0.09;0.24;8.96;-2.30;-0.09;-1.14
157273;-0.08;0.17;9.15;-2.26;-0.03;-1.09
157377;-0.12;0.18;9.03;-2.14;0.08;-0.98
157481;-0.07;0.17;9.00;-2.20;0.16;-1.17
157586;-0.16;0.23;9.06;-2.21;0.05;-1.24
157690;-0.04;0.21;9.07;-2.23;-0.05;-1.08
157795;-0.05;0.18;9.12;-2.22;-0.19;-1.08
157899;-0.10;0.25;9.10;-2.19;0.11;-1.05
158004;-0.07;0.19;9.15;-2.14;-0.11;-1.13
158108;-0.05;0.19;9.09;-2.27;-0.12;-1.12
158213;-0.11;0.19;9.05;-2.13;0.08;-1.08
158317;-0.11;0.29;9.04;-2.13;-0.05;-1.21
158422;-0.12;0.18;9.06;-2.14;-0.06;-1.21
158526;-0.05;0.12;9.12;-2.17;0.03;-1.13
158630;-0.05;0.24;9.07;-2.17;0.03;-1.10
158735;-0.09;0.22;9.08;-2.14;0.05;-1.07
158839;-0.13;0.22;9.15;-1.98;-0.12;-1.05
158944;-0.08;0.22;9.13;-2.17;-0.12;-1.06
159048;-0.01;0.17;9.08;-2.25;-0.06;-1.14
159153;-0.09;0.23;9.09;-2.14;-0.04;-1.11
159257;-0.06;0.20;9.11;-2.14;-0.02;-1.14
159362;-0.09;0.27;9.09;-2.38;-0.01;-1.14
159466;-0.04;0.22;9.06;-2.26;0.02;-1.05
159570;-0.03;0.21;9.12;-2.20;0.05;-1.24
159675;-0.09;0.17;9.16;-2.14;-0.01;-1.14
159779;-0.04;0.20;9.12;-2.27;0.02;-1.08
159884;-0.09;0.23;9.11;-2.20;-0.04;-1.06
159988;-0.12;0.18;9.12;-2.20;-0.08;-1.08
160093;-0.07;0.15;9.09;-2.30;0.01;-1.06
160197;-0.12;0.19;9.17;-2.14;0.00;-1.08
160302;-0.06;0.19;9.15;-2.16;-0.05;-1.10
160406;-0.08;0.19;9.01;-2.16;0.12;-1.01
160510;-0.10;0.20;9.09;-2.14;-0.11;-1.05
160615;-0.07;0.24;9.04;-2.24;0.01;-1.13
160719;-0.14;0.20;9.07;-2.20;-0.06;-1.05
160824;-0.09;0.25;9.04;-2.16;-0.02;-1.24
160928;-0.04;0.49;9.08;-2.28;-0.02;-1.00
161033;-0.12;0.70;9.13;-2.31;-0.03;-1.22
161137;0.06;0.65;9.09;-2.17;-0.04;-1.01
161242;-0.16;0.49;9.19;-2.17;0.00;-1.04
161346;0.12;0.59;9.05;-2.41;-0.24;-1.30
161451;0.15;0.63;9.21;-2.08;0.25;-1.21
161555;0.50;0.26;8.84;-2.00;0.54;-1.24
161659;0.07;0.63;9.08;-2.08;-0.76;-0.97
161764;-0.22;0.13;9.34;-2.33;-0.02;-0.96
161868;-0.29;0.26;8.95;-2.51;0.61;-1.30
161973;-0.06;0.11;8.99;-2.22;-0.30;-1.05
162077;0.12;0.26;9.09;-2.18;-0.23;-1.13
162182;-0.05;0.35;9.11;-2.08;-0.57;-1.24
162286;0.23;0.67;9.00;-2.26;-0.98;-1.34
162391;0.08;0.50;8.61;-2.12;0.06;-1.08
162495;-0.02;0.27;9.39;-1.88;-0.80;-1.01
162599;-0.40;-0.10;10.33;-2.08;0.14;-1.21
162704;0.59;0.42;9.60;-1.92;-1.40;-1.38
162808;0.00;0.42;8.78;-2.37;0.57;-0.97
162913;-0.03;0.11;9.61;-1.98;0.05;-1.05
163017;-0.53;0.05;9.70;-2.14;1.92;-1.21
163122;-0.12;0.12;8.68;-2.26;0.48;-1.15
163226;0.24;0.23;8.97;-2.29;-0.56;-1.17
163331;0.91;0.12;9.21;-2.18;-0.24;-1.34
163435;0.24;0.18;9.36;-2.53;0.08;-1.34
163539;-0.15;0.35;8.87;-2.20;-0.38;-1.20
163644;0.05;0.31;8.54;-2.33;0.40;-1.01
163748;-0.22;0.03;9.68;-1.95;-0.77;-1.24
163853;-0.28;0.12;8.60;-2.33;0.92;-0.88
163957;-0.15;0.21;8.83;-2.25;0.34;-1.05
164062;0.12;-0.10;9.22;-2.20;0.82;-1.35
164166;-0.48;-0.17;9.18;-2.52;-0.50;-0.87
164271;-0.09;0.03;8.69;-2.01;0.40;-1.21
164375;-0.30;0.03;9.20;-2.22;-0.67;-1.01
164480;-0.08;0.10;8.87;-2.17;-0.72;-1.08
164584;-0.30;-0.25;9.07;-2.25;-0.36;-1.04
164688;-0.10;-0.15;8.82;-2.17;-0.48;-1.27
164793;-0.19;-0.48;9.27;-2.20;0.43;-0.89
164897;-0.12;-0.19;9.10;-2.06;-0.19;-1.18
165002;-0.06;0.16;9.03;-2.30;-0.06;-1.19
165106;-0.04;0.24;9.02;-2.36;-0.11;-1.27
165211;-0.06;0.16;9.16;-2.21;0.08;-1.13
165315;-0.07;0.24;9.06;-2.08;-0.12;-1.26
165420;-0.06;0.21;8.97;-2.18;0.02;-1.15
165524;-0.05;0.16;9.10;-2.20;-0.11;-1.05
165628;-0.11;0.12;9.03;-2.20;0.12;-1.01
165733;-0.09;0.17;9.06;-2.10;0.02;-1.15
165837;-0.03;0.21;8.93;-2.23;-0.02;-1.14
165942;-0.12;0.17;9.10;-2.28;0.12;-1.27
166046;-0.11;0.23;9.00;-2.18;0.00;-1.08
166151;-0.08;0.20;9.09;-2.24;0.02;-1.19
166255;-0.04;0.22;9.11;-2.14;0.02;-1.08
166360;-0.08;0.22;9.09;-2.12;0.08;-1.09
166464;-0.01;0.19;9.05;-2.17;0.18;-1.11
166568;-0.05;0.18;9.09;-2.16;0.31;-1.13
166673;-0.11;0.17;9.11;-2.06;0.05;-1.08
166777;-0.11;0.19;9.13;-2.21;0.05;-1.16
166882;-0.08;0.20;9.10;-2.27;0.16;-1.07
166986;-0.09;0.17;9.05;-2.18;0.14;-1.10
167091;-0.09;0.24;9.10;-2.32;-0.03;-1.11
167195;-0.07;0.23;9.12;-2.21;0.12;-1.09
167300;-0.07;0.23;9.08;-2.22;0.01;-1.16
167404;-0.10;0.20;9.18;-2.17;-0.09;-1.27
167510;-0.07;0.24;9.00;-2.14;-0.02;-1.11
167614;-0.07;0.16;9.00;-2.29;0.14;-1.31
167718;-0.09;0.20;9.13;-2.24;0.08;-1.03
167823;-0.01;0.16;9.11;-2.14;0.17;-1.05
167927;-0.03;0.20;9.09;-2.05;0.00;-1.16
168032;-0.04;0.19;9.13;-2.25;-0.02;-1.11
168136;-0.06;0.20;9.10;-2.07;-0.01;-1.27
168241;-0.04;0.18;9.08;-2.11;0.11;-1.11
168345;-0.04;0.21;9.22;-2.18;0.04;-1.10
168450;-0.05;0.17;9.02;-2.20;0.06;-1.02
168554;-0.11;0.16;9.06;-2.20;0.08;-1.13
168658;-0.03;0.21;9.08;-2.20;-0.15;-1.17
168763;-0.04;0.18;9.15;-2.21;0.01;-0.97
168867;-0.05;0.22;9.11;-2.12;0.14;-0.97
168972;-0.09;0.21;9.04;-2.20;0.12;-1.21
169076;-0.07;0.23;9.06;-2.04;-0.03;-1.11
169181;-0.05;0.18;9.09;-2.17;0.00;-1.02
169285;-0.09;0.19;9.15;-2.04;-0.06;-1.08
169390;-0.08;0.28;9.07;-2.17;0.10;-1.29
169494;-0.06;0.19;9.09;-2.30;0.14;-1.17
169598;-0.10;0.25;9.18;-2.09;0.02;-1.01
169703;-0.08;0.18;9.12;-2.20;0.08;-1.04
169807;-0.06;0.15;9.03;-2.17;-0.05;-1.13
169912;-0.09;0.22;9.06;-2.16;0.05;-1.02
170016;-0.09;0.18;9.08;-2.24;0.14;-1.07
170121;-0.05;0.15;9.10;-2.11;0.02;-1.08
170225;-0.09;0.16;9.08;-2.16;-0.02;-1.11
170330;-0.04;0.26;9.08;-2.17;-0.07;-1.09
170434;-0.06;0.23;9.10;-2.06;0.07;-1.08
170539;-0.10;0.23;9.07;-2.14;0.14;-1.13
170643;-0.04;0.16;9.06;-2.06;-0.04;-1.05
170747;-0.08;0.19;9.18;-2.15;0.04;-1.16
170852;-0.00;0.23;9.08;-2.11;-0.21;-1.08
170956;-0.08;0.19;9.09;-2.11;-0.08;-1.14
171061;-0.06;0.23;9.10;-2.14;-0.11;-1.03
171165;-0.04;0.24;9.11;-2.11;0.10;-1.21
171270;-0.08;0.17;9.04;-2.22;-0.05;-1.20
171374;-0.04;0.20;9.11;-2.28;0.05;-1.18
171479;-0.07;0.18;9.00;-2.29;0.05;-1.16
171583;-0.06;0.18;9.11;-2.39;0.03;-1.09
171687;-0.04;0.21;9.10;-2.18;0.03;-1.07
171792;-0.10;0.21;9.07;-2.11;0.21;-1.11
171896;-0.09;0.16;9.05;-2.19;0.05;-1.14
172001;-0.09;0.25;9.17;-2.11;0.07;-1.05
172105;-0.09;0.19;9.09;-2.27;0.11;-1.14
172210;-0.03;0.20;9.04;-2.24;-0.05;-1.21
172314;-0.11;0.13;9.20;-2.04;0.13;-1.03
172419;-0.04;0.26;9.14;-2.11;0.11;-1.14
172523;-0.09;0.21;9.01;-2.20;0.05;-1.17
172627;-0.04;0.22;9.09;-2.24;0.00;-1.12
172732;-0.11;0.33;9.02;-2.17;-0.06;-1.10
172836;-0.10;0.34;9.10;-2.08;0.14;-1.14
172941;-0.11;0.39;9.15;-2.11;-0.16;-1.01
173045;-0.08;0.62;9.07;-2.17;-0.29;-1.19
173150;-0.07;0.60;8.88;-2.37;0.43;-1.10
173254;0.16;0.70;8.51;-2.30;0.55;-1.17
173359;-0.10;0.35;9.42;-1.66;-2.28;-1.31
173463;-0.15;0.32;8.51;-2.53;-0.19;-1.14
173568;-0.27;0.55;9.04;-2.63;0.11;-1.04
173672;-0.03;0.45;8.71;-2.61;0.57;-1.01
173776;0.03;0.35;9.10;-2.53;0.39;-1.07
173881;-0.06;0.33;8.95;-2.25;-0.43;-1.00
173985;0.02;0.38;8.66;-2.49;-0.32;-1.14
174090;-0.25;0.20;8.80;-2.12;-0.08;-1.10
174194;0.16;0.21;8.86;-2.45;-0.07;-0.92
174299;0.02;0.27;8.82;-2.25;0.60;-1.14
174403;0.17;0.29;9.34;-1.98;-0.52;-1.37
174508;-0.46;0.33;9.83;-2.20;-1.19;-1.21
174612;-0.08;0.17;9.12;-1.95;-0.94;-1.12
174716;-0.43;0.23;9.25;-2.01;0.47;-1.03
174821;-0.43;-0.07;9.60;-1.47;-0.18;-1.00
174925;-0.55;0.17;8.93;-2.30;0.60;-1.04
175030;0.01;0.43;9.26;-2.02;0.11;-1.22
175134;-0.12;0.04;9.73;-1.85;-0.93;-1.07
175239;0.41;0.28;8.44;-1.98;-2.40;-1.05
175343;-0.57;-0.25;10.02;-2.01;1.40;-1.06
175448;-0.30;0.25;8.81;-2.38;1.58;-1.10
175552;-0.29;0.00;9.57;-2.15;0.12;-1.07
175656;0.05;-0.07;8.85;-1.74;-0.21;-1.01
175761;-0.05;-0.00;8.83;-2.28;-0.10;-1.04
175865;0.27;-0.18;9.25;-2.18;0.04;-1.17
175970;0.19;-0.21;8.89;-1.90;-0.24;-1.02
176074;0.11;-0.07;8.77;-2.33;0.58;-1.09
176179;-0.11;0.03;9.25;-2.34;0.21;-1.15
176283;-0.12;-0.13;9.10;-2.36;0.20;-1.15
176388;-0.11;-0.06;9.15;-2.17;0.18;-1.04
176492;0.01;0.03;9.14;-1.99;-0.44;-1.01
176596;0.07;0.18;8.92;-2.37;0.57;-1.08
176701;-0.06;0.11;9.04;-2.17;-0.21;-1.11
176805;-0.07;0.03;9.04;-2.27;0.01;-1.22
176910;-0.11;0.03;9.05;-2.30;-0.07;-1.14
177014;-0.12;0.28;9.11;-2.17;-0.21;-0.97
177119;-0.04;0.02;9.08;-2.23;-0.05;-1.14
177223;-0.11;0.16;9.14;-2.04;-0.04;-1.18
177328;-0.04;0.23;9.16;-2.09;-0.04;-1.12
177432;-0.05;0.26;9.03;-2.39;0.02;-0.96
177537;-0.08;0.16;9.05;-2.24;0.04;-1.12
177641;-0.07;-0.05;9.08;-2.22;-0.09;-1.14
177745;-0.07;0.14;9.06;-2.30;-0.08;-1.02
177850;0.00;0.18;9.07;-2.22;-0.06;-1.21
177954;-0.10;0.23;9.01;-2.15;-0.01;-1.08
178059;-0.13;0.15;9.09;-2.07;0.05;-1.17
178163;-0.09;0.22;9.08;-2.14;-0.05;-1.01
178268;-0.03;0.14;9.14;-2.21;0.20;-1.21
178372;-0.10;0.21;9.09;-2.16;0.07;-1.12
178477;-0.06;0.17;9.02;-2.13;0.11;-1.21
178581;-0.07;0.25;9.08;-2.02;0.02;-1.05
178685;-0.06;0.21;9.04;-2.21;0.04;-1.14
178790;-0.11;0.21;9.08;-2.25;-0.11;-1.11
178894;-0.06;0.15;9.07;-2.33;-0.11;-1.00
178999;-0.08;0.18;9.01;-2.28;0.05;-1.08
179103;-0.03;0.20;9.07;-2.12;0.18;-1.13
179208;-0.08;0.12;9.16;-2.25;0.02;-1.02
179312;-0.10;0.17;9.09;-2.30;0.08;-1.09
179417;-0.09;0.25;9.11;-2.24;0.01;-1.21
179521;-0.02;0.18;9.19;-2.18;-0.05;-1.14
179625;-0.01;0.16;9.04;-2.04;0.05;-1.09
179730;-0.11;0.19;9.09;-2.27;0.06;-1.11
179834;-0.01;0.20;9.18;-2.10;0.17;-1.14
179939;-0.06;0.17;9.08;-2.20;0.03;-1.14
180043;-0.05;0.26;9.13;-2.23;0.01;-1.19
180148;-0.06;0.24;9.12;-2.18;0.06;-1.08
180252;-0.15;0.17;9.14;-2.02;-0.10;-1.14
180357;-0.10;0.18;9.14;-2.18;0.02;-1.21
180461;-0.09;0.17;9.08;-2.14;0.02;-1.05
180566;-0.07;0.19;8.98;-2.20;-0.07;-1.22
180670;-0.09;0.23;9.10;-2.21;-0.12;-1.09
180774;-0.02;0.20;9.09;-2.24;-0.02;-1.06
180879;-0.04;0.26;9.06;-2.19;0.03;-1.11
180983;-0.10;0.21;9.09;-2.23;-0.01;-0.89
181088;-0.12;0.22;9.09;-2.20;-0.12;-1.06
181193;-0.06;0.20;9.09;-2.31;0.07;-1.01
181298;-0.08;0.18;9.14;-2.11;-0.02;-1.16
181402;-0.04;0.15;9.01;-2.32;-0.06;-1.24
181507;-0.08;0.20;9.07;-2.26;0.09;-1.04
181611;-0.15;0.23;9.10;-2.14;0.18;-1.16
181715;-0.02;0.17;9.10;-2.08;-0.10;-1.14
181820;-0.07;0.19;9.08;-2.16;-0.02;-1.08
181924;-0.11;0.15;9.03;-2.11;0.19;-1.11
182029;-0.04;0.22;9.02;-2.11;0.16;-1.15
182133;-0.09;0.21;9.13;-2.24;0.00;-1.06
182238;-0.04;0.23;9.04;-2.16;-0.01;-1.14
182342;-0.10;0.16;9.11;-2.20;0.02;-1.08
182447;-0.11;0.19;9.17;-2.17;-0.20;-1.17
182551;-0.02;0.21;9.11;-2.21;-0.09;-1.16
182656;-0.03;0.23;9.13;-2.17;0.02;-1.04
182760;-0.14;0.20;9.10;-2.22;-0.13;-1.21
182864;-0.06;0.19;9.09;-2.24;0.12;-1.05
182969;-0.14;0.23;9.10;-2.18;0.02;-1.09
183073;-0.07;0.21;9.08;-2.04;-0.02;-1.26
183178;-0.09;0.28;9.08;-2.33;0.04;-1.02
183282;-0.03;0.25;9.08;-2.24;0.08;-1.12
183387;-0.09;0.19;9.04;-2.27;-0.03;-1.15
183491;-0.12;0.15;9.07;-2.14;0.00;-1.29
183596;-0.09;0.17;9.03;-2.22;0.02;-1.17
183700;-0.06;0.23;9.02;-2.20;0.05;-1.11
183804;-0.09;0.25;9.05;-2.28;-0.09;-1.00
183909;-0.02;0.18;9.01;-2.15;-0.02;-1.08
184013;-0.11;0.21;9.15;-2.19;0.02;-1.02
184118;-0.02;0.19;9.06;-2.23;-0.07;-1.05
184222;-0.08;0.17;8.99;-2.30;-0.03;-1.15
184327;-0.08;0.17;9.05;-2.23;0.14;-1.14
184431;-0.11;0.21;9.14;-2.30;-0.18;-1.05
184536;-0.07;0.19;9.07;-2.08;0.04;-1.14
184640;-0.06;0.33;9.23;-2.27;-0.10;-0.99
184744;-0.10;0.48;9.11;-2.24;0.06;-1.11
184849;-0.10;0.65;9.06;-2.27;-0.11;-1.12
184953;-0.12;0.60;9.14;-2.36;-0.18;-1.10
185058;-0.01;0.34;9.27;-2.27;0.02;-1.14
185162;-0.09;0.52;9.22;-2.30;0.34;-1.15
185267;-0.18;0.48;9.13;-2.21;0.29;-0.90
185371;-0.03;0.41;9.19;-2.18;0.53;-1.11
185476;-0.22;0.45;8.97;-2.23;-0.74;-0.95
185580;-0.14;0.10;9.20;-2.24;-0.87;-0.87
185684;0.12;0.28;9.30;-2.07;-0.98;-1.20
185789;-0.51;0.17;9.63;-2.12;-1.48;-1.09
185893;0.07;0.17;8.93;-2.07;0.82;-1.55
185998;0.55;0.41;8.81;-2.37;1.07;-1.18
186102;-0.55;0.26;10.01;-1.89;-0.51;-1.10
186207;0.36;-0.02;10.00;-1.99;-0.31;-1.17
186311;-0.58;0.20;9.59;-2.29;0.37;-0.90
186416;0.46;0.35;8.31;-2.25;0.37;-0.92
186520;0.07;0.39;8.09;-2.28;0.57;-0.86
186625;-0.03;0.35;8.76;-2.08;-0.23;-0.72
186729;-0.14;0.58;8.66;-2.34;0.12;-0.98
186833;-0.35;0.19;8.78;-2.26;0.64;-0.91
186938;-0.02;0.48;9.44;-2.39;-0.08;-1.19
187042;-0.59;0.15;8.95;-2.57;1.15;-0.86
187147;0.40;0.45;8.98;-1.63;-0.91;-1.48
187251;-0.45;0.22;9.06;-2.29;0.61;-0.92
187356;-0.17;-0.26;9.82;-1.89;-0.53;-1.15
187460;0.29;0.16;8.89;-2.21;1.02;-1.01
187565;-0.02;0.18;9.06;-2.30;0.01;-1.19
187669;0.13;0.33;8.38;-2.39;-0.13;-0.81
187773;-0.22;-0.14;8.74;-2.38;0.02;-0.96
187878;0.17;-0.01;8.82;-2.35;0.06;-1.05
187982;-0.21;-0.01;8.71;-2.30;0.49;-1.08
188087;-0.17;-0.11;8.99;-2.26;0.05;-1.02
188191;-0.09;-0.20;9.26;-1.83;-0.18;-1.11
188296;-0.12;-0.17;9.33;-2.10;0.14;-0.99
188400;-0.02;0.02;9.13;-2.32;-0.07;-1.13
188505;-0.08;0.11;9.16;-2.20;0.15;-1.14
188609;-0.10;0.01;9.12;-2.30;0.05;-0.99
188713;-0.11;0.26;9.14;-2.08;0.08;-1.21
188818;-0.06;0.08;9.04;-2.20;-0.07;-1.10
188922;-0.09;0.17;9.06;-2.10;-0.02;-1.21
189027;-0.06;-0.13;9.13;-2.16;-0.01;-1.00
189131;-0.07;0.21;9.10;-2.34;0.06;-0.99
189236;-0.11;0.18;9.13;-2.20;-0.01;-1.09
189340;-0.03;0.19;9.10;-2.14;0.10;-1.03
189445;-0.05;0.19;9.13;-2.22;0.17;-1.13
189549;-0.10;0.22;9.12;-2.23;0.03;-1.16
189654;-0.09;0.19;9.10;-2.11;-0.08;-1.00
189758;-0.11;0.19;9.00;-2.15;0.04;-1.11
189862;-0.04;0.16;9.09;-2.13;0.02;-1.15
189967;-0.10;0.23;9.04;-2.07;-0.01;-1.11
190071;-0.03;0.24;9.11;-2.24;-0.01;-1.13
190177;-0.09;0.16;9.11;-2.21;0.16;-1.14
190281;-0.10;0.20;9.02;-2.20;0.00;-1.10
190386;-0.08;0.16;9.22;-2.17;-0.12;-1.18
190490;-0.08;0.21;9.10;-2.24;0.11;-1.22
190595;-0.06;0.22;9.03;-2.26;-0.03;-1.02
190699;-0.03;0.17;9.05;-2.25;0.01;-1.16
190803;-0.04;0.17;9.00;-2.04;-0.05;-1.10
190908;-0.03;0.13;9.08;-2.25;-0.08;-1.11
